Cycle,PS_Peak1,PS_Peak2,PS_Peak3,PS_Peak1/Peak2,PS_Peak2/Peak3,A0_2,A2_5,A0_2/A2_5
Cycle_24,1188.3780653555914,925.83344054778468,727.59919855660121,1.3755181111095245,1.1774657871148024,2.2875595451125049e-28,-2.0956016110951189e-08,2.893758421467017e-09
Cycle_25,5863.1120358126554,2981.4453637891365,2940.3251424279601,1.6084538676213493,0.98297520829133356,1.3861944244918686e-28,-2.0802511597325233e-08,2.8937584213635462e-09
Cycle_26,1989.6093498457935,1813.3324638753852,1252.1126831377901,1.1741730565001083,1.5165520924185631,2.60112722807887e-08,2.5543124771394257e-08,4.6993653129012128e-09
Cycle_27,1395.57184358373,950.52273552554118,759.69475497408132,1.6952943417391162,1.1918723706539152,-9.0310700144299615e-11,-2.0755473229696199e-08,1.4067868638962045e-20
Cycle_28,1894.2400442319463,1190.5218641617942,955.3133351373109,1.6632085459291281,1.3423318489289637,8.3695051955474455e-28,-2.0688897087355442e-08,2.8937584228170444e-09
Cycle_29,1356.9410498912675,918.52297284605208,701.20261216031827,1.7588737894190323,1.1877809650425617,-9.0310700144299615e-11,-2.0537312543260275e-08,2.6046075870055425e-20
Cycle_30,1282.2381249006573,1141.1355852343549,1072.2627858961737,1.3016414036150001,1.0838385095131224,-2.3793936689233162e-08,-2.888159741936769e-08,-2.4691107828605792e-08
Cycle_31,1234.7694474942903,961.55825294712645,857.37270521179039,1.3594116408719386,0.99180266973403786,-9.0310700144299615e-11,-4.8167681524655954e-09,-2.2245045654628836e-21
Cycle_32,1280.0389827588453,1037.0476261611934,953.43105100219429,1.3485287356237625,1.0991235954531131,7.1930746479243087e-28,-4.8143203148689856e-09,2.8937584220912091e-09
Cycle_33,2086.4254660213733,1898.957608084223,1063.2642280752268,1.1810814281306483,1.7082294643951255,1.7762451328551215e-28,-2.4682086683247735e-08,2.8937584213848957e-09
Cycle_34,822.35821903195949,678.64364737651192,634.85215666317083,1.5003624078776809,0.99687708350601534,2.390393612294444e-08,-2.6056184035997581e-08,7.7355682358248104e-09
Cycle_35,1586.9974178883963,1556.8660958063945,824.90344528855655,1.083946299346185,1.7999915770115003,-1.3423677704990165e-09,-2.4594637893171738e-08,-1.6721377843050336e-08
Cycle_36,3990.9053622991632,2686.8510947171362,2354.0072789925098,1.3197589959333558,1.1817823964292138,5.3537335487402767e-28,-4.8108450989683472e-09,2.8937584217840484e-09
Cycle_37,593.76840753777572,682.27078989660777,641.73237304254701,1.1723251458357213,1.0505423817381805,-2.4543714246003289e-08,-2.624217526886769e-08,-2.2001059040238812e-08
Cycle_38,1347.1259866287314,1040.8140957766898,811.11930654578782,1.4055473492635115,1.2891312616187629,-9.0310700144299615e-11,-4.8049646604310653e-09,-1.5995755718985674e-09
Cycle_39,1276.0109470407137,651.38499855259943,604.45469009312751,2.2130131795923438,1.008910859590904,-1.9359706342460779e-08,-2.5570971830712351e-08,-2.1808446479396179e-08
Cycle_40,659.92851972079382,702.36901266704911,677.95830006248366,1.2108681711167053,0.97022671459765164,-2.4463558970662893e-08,-2.6202401153229492e-08,-2.2045635895477108e-08
Cycle_41,567.40799819743756,676.86864222770726,458.96817014581342,1.0831148630068537,1.3548321903139726,1.1775882875236325e-08,2.8433154143996173e-08,2.8117466114881615e-08
Cycle_42,926.57129266750349,941.09739924277267,682.62422788799631,1.1403908783116843,1.2954913833600206,2.2970774661419675e-08,2.3439287667981029e-08,1.4857106941979953e-08
Cycle_43,3809.0207767900565,2682.5900329390915,2125.4688564259181,1.3086950366513233,1.2709315674538337,-9.0310700144299615e-11,-4.7811943557381617e-09,4.2818125622079572e-20
Cycle_44,1639.1255273480406,1669.7432851777164,1122.8480175916072,1.0022968298933719,1.6052201269477377,1.7655113070114467e-08,1.9948399381575176e-08,5.0281128316243767e-08
Cycle_45,944.91020560771335,929.86835935970396,628.08233212652544,1.2283424423980922,1.4222395944146906,1.3772422633758007e-28,-2.5511049222657475e-08,1.00974195868e-19
Cycle_46,1888.4834917768248,1163.3692832429904,863.31281298652698,1.6638123995174181,1.3367765476768811,2.7379535392877972e-28,-4.7749735535532267e-09,2.8937584214706007e-09
Cycle_47,643.91035621493279,750.98338892300887,526.19198258598703,1.0047470611861793,1.5799365793048852,-2.6995326246522473e-08,-2.6694231007181689e-08,-2.2178269001263176e-08
Cycle_48,4024.6819346922721,2489.3971727095873,2082.6074281142755,1.4001375968586327,1.2393150917189486,-1.3404179639593348e-09,-4.7436141556965269e-09,-1.6820667273910936e-08
Cycle_49,3597.0759281897344,2151.2785444259034,1743.3703610981629,1.434502902308969,1.268844981622971,2.8405938303105321e-28,-4.7423771681428789e-09,2.8937584216354061e-09
Cycle_50,3421.3081976035219,2005.3663365135692,1483.6346741242548,1.552947310907816,1.4005806289015688,2.7508153107381736e-28,-4.741665952267306e-09,2.8937584214989569e-09
Cycle_51,5211.0466311614418,2978.2043525434065,2625.8178201119867,1.3815591118271433,1.15304948053729,6.950139577989764e-28,-4.729104423135584e-09,2.8937584219345241e-09
Cycle_52,3762.4112426761458,2283.694801321185,2150.0757579546707,1.4280746905272534,1.0827910878079545,2.8386091430171664e-28,-4.7249711538511172e-09,2.8937584216345582e-09
Cycle_53,2072.180131915838,1936.8551025773236,1259.3409551708075,1.0992000685086045,1.5349875368645363,3.2407716845790744e-08,2.6524386135497327e-08,7.8682717309526472e-09
Cycle_54,672.80167373226323,670.26272290936379,597.74420175925638,1.3062790838540124,1.1271410994592781,-2.0061591829648986e-08,-3.0239528747692923e-08,-2.2783663435064543e-08
Cycle_55,2376.4063503109101,1557.4461883584202,803.72925245840349,1.4764265123752744,1.9369323489083958,1.5563880529276161e-08,2.6517584720782739e-08,1.1619166197218132e-08
Cycle_56,1105.1081229268539,1002.94378869781,810.44152934349972,1.1254377372924547,1.2247569157526339,1.8217906483117179e-28,-4.7197000900687031e-09,2.8937584214488413e-09
Cycle_57,1045.577836958448,1011.4120944182305,786.77085075419996,0.99443485177879765,1.2719134780474213,-9.0310700144299615e-11,-4.7136709366150102e-09,1.2180698477626012e-21
Cycle_58,1157.5223203233033,1320.2925494948204,1089.6979702392498,1.0151236542143502,1.1826211187902045,-2.3629176091016495e-08,-2.8638712826104193e-08,-2.5763165038394664e-08
Cycle_59,466.22520637308526,582.46216429793435,415.16438519424867,1.1108831732984386,1.2196493239432316,-2.6138975697828734e-08,-2.6513950497639055e-08,-2.2459811611224947e-08
Cycle_60,1259.3948053747176,1083.4252059854837,468.49401577875796,1.3369941890081414,2.5246388176868035,-1.9988827788110634e-08,-3.0201470118355984e-08,-2.2763916544599927e-08
Cycle_61,1697.6119121139661,1069.957941103374,972.4842750365134,1.7394448292415987,1.0727223542391777,8.029000059720906e-28,-4.6992181064307854e-09,2.8937584224868339e-09
Cycle_62,2362.9799411086005,1442.6474142733928,1229.8189196961382,1.6848403391018381,1.1529032204537502,2.7609866688041304e-28,-4.6901930167909356e-09,2.8937584215178943e-09
Cycle_63,2290.8967980329671,1736.2617786057126,1376.952203171724,1.2763443852339702,1.3672993886861846,2.9813898322981014e-08,4.0813936051793295e-08,6.5384587954784429e-08
Cycle_64,4627.8234575340184,2733.7979325322094,1943.8712603622573,1.4306269191060563,1.4747142420802495,-9.0310700144299615e-11,-4.6793255624207377e-09,1.956154877512816e-21
Cycle_65,694.76096778938506,704.66514264353611,673.72741113961274,1.1342790619436858,1.0332832983340969,-1.994062610423692e-08,-3.0132671304516239e-08,-2.2757825949966401e-08
Cycle_66,1364.6276219963488,1430.5395165535026,775.1486676542263,1.1398906200923671,1.6886394607244277,-1.9258637645777652e-08,-2.5463168270858119e-08,-2.1562121652114477e-08
Cycle_67,4774.8727787226635,2751.6588548714185,2344.3892442903698,1.3349812458539354,1.3226278112488397,-9.0310700144299615e-11,-4.6751480615073906e-09,4.471578038295277e-20
Cycle_68,2120.8090417012891,1898.8791223057169,1139.1842050216983,1.1106541010517437,1.6927574677664963,9.2484177256446325e-09,2.0650137543886476e-08,4.3657081227993621e-09
Cycle_69,2563.4873175872726,1733.6658642166899,1011.467802073579,1.4043662675607995,1.7604454968735932,-2.0201146142203567e-08,2.3898763154320938e-08,4.2869517569430532e-08
Cycle_70,800.64896966258368,863.93302586881316,712.66635508120703,1.011827228184347,1.1812103566516552,1.2193008667355251e-27,5.0225941150377664e-08,3.5700382094128943e-08
Cycle_71,3443.5781873252722,1830.8356325630239,1417.0511257938874,1.7191068741089572,1.336583656466156,1.9783147966519921e-28,-3.4443543710527075e-09,2.8937584214526455e-09
Cycle_72,3002.0674106476104,1955.9704321745371,1406.0963750245489,1.4665550166003603,1.4111813588049709,5.3898558660231816e-28,-3.4336128322308876e-09,2.8937584217853979e-09
Cycle_73,1099.1565556863854,836.46541227765101,627.11871589904774,1.3511957952012432,1.4186600881910476,5.225560539437742e-08,2.13557529795977e-08,5.3910114955424929e-09
Cycle_74,1751.873442003623,1644.9653243578086,1313.8041201701647,1.0652985856558004,1.3103504937441428,-2.327605122392111e-08,-2.851602941359271e-08,-2.4377204702147352e-08
Cycle_75,871.96571918934376,938.04416806939173,699.52257449962599,0.95911789523024649,1.2885655834943939,2.0494461332707195e-28,0,2.8937584214577984e-09
Cycle_76,730.31664045238097,882.03855458918736,709.94402023856424,1.0237853724345949,1.1616227184812991,4.5696958591300866e-09,4.2770848979026188e-08,5.152041528012812e-08
Cycle_77,923.55887826974867,838.99015026187305,681.75384460636701,1.2772154146711712,1.1914351697684313,6.0704981046064777e-09,3.0380868286624511e-08,5.0906442273271392e-08
Cycle_78,1127.567845403056,1141.1355852343549,615.02032362838929,1.1453167798542798,1.879613446783265,1.1617773528852453e-08,2.0571223748487186e-08,1.9235987260844749e-08
Cycle_79,4556.899106781455,2744.7444433541973,2065.0575020085239,1.34800783165736,1.4310866493582211,8.1340144571186461e-28,0,2.8937584224990782e-09
Cycle_80,749.15787610303175,900.90104027500422,785.03793770401137,1.0248881899498512,1.0422280112251179,-2.2331306741887248e-08,3.0047707000660819e-08,9.6774997641001166e-09
Cycle_81,1109.4495014021497,840.40604492086527,624.83208514177772,1.4795619904525728,1.3696461621308373,-9.0310700144299615e-11,1.538801886291051e-10,-1.2625888761320333e-21
Cycle_82,5049.7984609075611,2604.0467207321053,2359.2368143472818,1.5637500056320206,1.0677649385715051,-9.0310700144299615e-11,5.5121832265948798e-10,-1.6620670722301778e-08
Cycle_83,3074.4144035193449,1928.2430181849991,1784.1782695501804,1.5992687998668904,1.0337771524124448,1.3906536873611199e-28,1.5231539915143945e-09,2.8937584213815464e-09
Cycle_84,2390.3284146755432,1572.333823902939,1282.3855095485758,1.4867503687849677,1.21550103373839,-2.5573549071062855e-08,1.8571911676615889e-09,-2.2265708198263852e-08
Cycle_85,472.90082308309741,646.06067642914911,430.03304036721329,1.1130374354467927,1.2228315981421558,-2.5500700507558297e-08,-2.6510923561836478e-08,-2.2303990186264728e-08
Cycle_86,1306.0732733114824,1254.368045650295,675.51551183313404,1.1703664177447044,1.9666640099658406,3.8446761657519271e-08,4.2062516467162899e-08,5.2652224696754697e-08
Cycle_87,1741.1446483486732,1433.5328564861843,1223.0693709535924,1.2907598832962217,1.2310711558793601,-1.9219093187961688e-08,1.9323910652134522e-09,-2.1603297621665492e-08
Cycle_88,592.38914647678564,677.20352031407708,467.8226642115406,1.0557538311697956,1.4912269747712514,-2.5370657308253811e-08,-2.6370004011472335e-08,-2.2103925201023758e-08
Cycle_89,2238.6740899421725,1971.3651782299285,1644.7793717130651,1.1344883622861608,1.164753800776966,4.171559154256861e-28,-2.544115135977792e-08,2.8937584217787168e-09
Cycle_90,1172.683022479127,830.53245858917091,728.6961533514052,1.5816244315593033,1.023891771982254,1.00974195868e-28,1.9775006806061079e-09,4.51285334597882e-20
Cycle_91,2262.0291538453312,2026.0827750746635,1107.7842906585561,1.1638760421997849,1.7452794197425059,-1.3193748175291604e-09,-2.4584233330563348e-08,-1.6874409296818524e-08
Cycle_92,1217.4291429824541,931.66641882005672,806.68430255357794,1.4257498854774378,1.0866401745267953,-9.0310700144299615e-11,2.0378073986485321e-09,2.375769169378956e-21
Cycle_93,852.32519638496751,971.69902257526076,453.9366270799822,0.94441205569928866,2.4538894832709719,2.3126917720502599e-08,2.5218319726623406e-08,5.9390535896190292e-08
Cycle_94,1314.2897243608427,993.87952643761116,965.54983533157872,1.4698958337703671,1.0274763547817238,-9.0310700144299615e-11,2.0408243833721019e-09,6.1738648144210501e-21
Cycle_95,3932.4086023482109,2650.175181937273,2005.7562224358223,1.3427583484003998,1.3118157767737602,9.4722816678703253e-28,2.4742639032351767e-09,2.8937584229292469e-09
Cycle_96,1095.1423245268247,736.50027738201027,664.59011370660653,1.650411447760197,1.0673662208502848,9.803060795808433e-08,2.4276316747910597e-08,6.5123162959115281e-09
Cycle_97,1951.6636207702397,1232.9344619293936,1014.4149467759408,1.662446824078109,1.2690788496349721,-9.0310700144299615e-11,2.6817833993287107e-09,-1.6356099558853389e-09
Cycle_98,2083.0517338731802,1886.8661622959232,1233.1897602449969,1.1540312524984317,1.5169615588913536,2.147481149303411e-09,1.8577743395587491e-08,5.5447714397324543e-08
Cycle_99,1355.7789855972715,1119.3610617177346,661.51812551490218,1.3979708872514465,1.7060869738497753,-2.3157624722555623e-08,-2.8044807589399299e-08,-2.5298969614945705e-08
Cycle_100,1956.8885184090527,1902.9005649269316,1119.841639436481,1.122225391997242,1.6891754068705873,-1.9167853135691303e-08,-2.5381310310205416e-08,-2.1242830854301018e-08
Cycle_101,1218.5487697926278,931.91689383294317,806.90483168791116,1.4266069935101919,1.0871201774568162,-9.0310700144299615e-11,3.37798019021233e-09,8.2215437654183772e-21
Cycle_102,2522.7344857482635,1931.3461070586613,1239.7653973928136,1.2601336831448802,1.5182320326560184,1.3726251479047139e-28,3.5290038620114724e-09,7.1546327108912888e-20
Cycle_103,2387.9894538702906,1595.8022950291711,1277.0842691071782,1.4890044127100805,1.2008723960568708,5.5258183940822665e-09,6.3188562861406987e-08,3.9260811247938249e-08
Cycle_104,1168.6801968061225,1132.0797930771475,1154.3240157446974,1.1849613710845894,0.97831022572331128,-9.0310700144299615e-11,3.9873860927550594e-09,-1.5704285283483999e-09
Cycle_105,2913.2154789318984,2183.3479341034208,1113.9110543766205,1.1941728675612324,2.3600682512369886,-2.3091423302497985e-08,-2.7561262458272941e-08,-2.4562096203095021e-08
Cycle_106,1654.0765296965667,974.91945226974428,834.86996835150808,1.8552882310675813,1.1384145457106729,-9.0310700144299615e-11,5.2676830339773216e-09,3.3063057165966169e-20
Cycle_107,604.79142358286254,695.77828937079187,648.60564298029965,1.201780836089932,1.0254893215380567,1.1047224054642181e-08,5.6151091950214296e-08,-2.1914019662622456e-08
Cycle_108,954.55771028020536,942.96095626779993,730.13689281604218,1.078123358358859,1.2018657499048053,-9.0310700144299615e-11,5.8034084769601855e-09,2.2952639878804957e-20
Cycle_109,3595.2657292070094,2091.9286011248241,1645.1471709512446,1.4020835772806832,1.2427059418064037,-9.0310700144299615e-11,6.0055067718728202e-09,9.5940568305024786e-21
Cycle_110,1901.8716935910879,1150.6626122023624,1166.0248167964114,1.7397314445642091,1.0153342633236875,8.8416035106425451e-28,6.0824250476424543e-09,2.893758422917998e-09
Cycle_111,1833.6527109050808,1610.609174100065,1363.5768248595302,1.2302228988751769,1.2641454812814839,-1.3138141427628232e-09,-2.4320653431110754e-08,-2.1191510623693131e-08
Cycle_112,1116.4154576304636,811.52781262020096,678.19647635582623,1.4329916810773651,1.1342456114088597,-9.0310700144299615e-11,6.1510572427086304e-09,-1.629527069400243e-09
Cycle_113,2944.3378562901416,1753.2486763053289,1497.0756572649336,1.503532902192432,1.2371544039862938,8.2871667193008264e-28,6.4523524921756551e-09,2.8937584225761615e-09
Cycle_114,1877.130118935163,1101.1037440424236,985.96628950001093,1.7718489356154308,1.0918532480432934,2.8589139452028111e-28,7.1962366198019401e-09,2.8937584216400971e-09
Cycle_115,1796.7160785184042,1039.9316157271596,1025.3869408021656,1.7659303428047275,1.0392951349277044,5.3076829359385056e-08,4.3393165141136818e-08,6.4914259986047963e-09
Cycle_116,714.33704360223282,774.16611511383064,643.89272587969697,1.0373855765835642,1.2515983404869933,3.243462348660417e-08,1.8979769376752878e-08,2.1293137350234321e-08
Cycle_117,1631.2871567285529,910.16846496924541,817.29075724394852,1.9154996028556686,0.98808460198824899,4.3212742320501857e-08,1.8966381991648982e-08,2.2960991469283106e-08
Cycle_118,1199.4002072085482,1088.5622810463983,863.31281298652698,1.3098604453482967,1.1623710632865774,-1.9816938206814213e-08,-2.998118015920018e-08,-2.2741802920153936e-08
Cycle_119,2186.2111325443175,2041.2060432659089,1042.1543648036147,1.0000966624507119,2.1747019572229043,-2.303143798679925e-08,-2.7508693910380705e-08,-2.4631593246152011e-08
Cycle_120,867.80718823818825,900.86192347040117,684.49114818512658,0.9846062499005549,1.2115014897292298,1.00974195868e-28,7.5140404500038125e-09,5.5937169215069561e-20
Cycle_121,450.99208325990321,651.13865048189336,541.33564946169929,1.1270747561606032,1.0763805807424298,-2.2782278244621071e-08,4.1321552537746179e-08,2.9504736433672816e-08
Cycle_122,1904.1587691468276,1151.8588548028983,1165.722122364255,1.7241398805393184,1.0771143180368861,4.0014880262212432e-28,7.6727940340384317e-09,2.8937584216553048e-09
Cycle_123,930.36924231417106,924.22200184427516,803.72005512221835,1.0582457944582901,1.113663917632767,1.3639696007683607e-28,7.8706971608416231e-09,5.5939601938234921e-20
Cycle_124,1613.3700954185429,867.83103178280589,748.07880404009666,2.1960799610312076,1.0234129224858808,-2.4310753327994499e-08,-2.6143237624081687e-08,-2.1992983678527497e-08
Cycle_125,2112.3550573199836,1746.6910409974907,1185.7092222571505,1.2160814023520607,1.5720116290094837,-1.9092605733334723e-08,-2.5203098079934548e-08,-2.1701133202514837e-08
Cycle_126,1108.8981712594834,1023.3052715575163,822.96484409611855,1.230717467068958,1.22715984706451,-1.9021716466318784e-08,-2.5075600804016221e-08,-2.1250059748485429e-08
Cycle_127,1062.3197337261629,973.64218264569638,585.03433275090026,1.2327703795773381,1.7309609726971718,1.8100971528732105e-09,-2.6059377889052577e-08,2.1157325018447656e-08
Cycle_128,1306.8448617676463,1371.8015356093988,1225.8272209292384,1.0851729470534319,1.0944452290358413,8.5768277942451698e-09,6.2524514843273626e-08,4.2074378658513038e-08
Cycle_129,510.81741178613322,577.33230451784743,532.14220706078754,1.325219121889087,0.97332836208246643,-2.0236795807133899e-08,5.4277945153577268e-08,4.0459089146116185e-08
Cycle_130,1601.0988574269068,1099.1661819878896,762.30768369718658,1.527117656945854,1.3721790268441414,1.799258812951823e-28,7.9282792579629373e-09,2.893758421422271e-09
Cycle_131,1415.2938603422422,1509.1060867270601,749.42916266271538,1.0537976619260221,1.7694385910337009,-1.871564598568197e-08,-2.5055770546234305e-08,-2.1482215436821957e-08
Cycle_132,2152.4103196612314,2006.8573526860673,1047.0133148102675,1.1071004871693275,1.9383960483004981,-1.2638574522902582e-09,-2.3828523024879106e-08,-1.8572808001529068e-08
Cycle_133,1626.9176649021438,915.55354150052869,847.9333583405496,1.7811162093615109,0.95508905776244235,2.6235583785458172e-08,3.4174627143981159e-08,4.9879927572579969e-09
Cycle_134,4090.8634137527715,2954.0369872195065,2537.8160389865029,1.2401869886713699,1.1705460831631909,1.449546732440776e-28,8.0376919025079222e-09,2.8937584213822376e-09
Cycle_135,1108.936963631251,950.49495801154808,814.94479556773615,1.32849025246546,1.1661035417414936,-2.3012586998746891e-08,-2.7508563038004742e-08,-2.3556580093871499e-08
Cycle_136,853.65249615404139,940.7373279041924,733.41373275647675,1.0716485582159589,1.1787735349293729,-1.8705316043442251e-08,-2.5032581660699955e-08,-2.1617949378973094e-08
Cycle_137,685.1551579998719,555.99940319624898,461.76999277245147,1.7702807880655897,0.95779910303876226,-2.5309478522173331e-08,-2.6318060328611584e-08,-2.2128440223746853e-08
Cycle_138,708.22432058097809,767.51386467072678,518.63985965447307,1.1263673520820039,1.6376558894706257,-2.4995472480954047e-08,-2.6265721450945563e-08,-2.2201076723334174e-08
Cycle_139,682.96929286094576,733.52061852961947,649.08798703742036,1.1011545287546955,1.1193740182757208,-1.96906502459088e-08,-2.982221219498254e-08,-2.2904766067508523e-08
Cycle_140,4164.0027150460228,2841.158672966505,2169.42718383999,1.2461857471770912,1.3892943557744859,1.5639998948111602e-28,8.0455533276780899e-09,2.893758421383147e-09
Cycle_141,1121.6618560125874,1010.51236463029,727.35747767235671,1.2634627372976315,1.2990431228297596,-1.8434431893495953e-08,-2.4985889063088596e-08,-2.138818354675877e-08
Cycle_142,949.34333294694966,965.50868247674828,581.73497219002616,1.2298423403180725,1.7084587942160805,2.5637186612833677e-08,2.8927321751864615e-08,3.9705786807744829e-08
Cycle_143,1586.9974178883963,949.79334556846004,823.13318023440604,1.7536649429991666,1.0819262244994701,-9.0310700144299615e-11,8.0523373856143183e-09,-1.4847059060189949e-09
Cycle_144,1872.4950547541221,1525.4298738664925,1014.81429457919,1.3067231591279933,1.5874594132191722,-1.258006328550498e-09,-2.3520721679779125e-08,-1.7272083324111454e-08
Cycle_145,725.54252518713281,780.35704062769298,703.863697806461,1.0074879571967046,1.115945462782834,6.5095157433095095e-08,-2.1723892550301346e-08,2.0232302691590592e-08
Cycle_146,1388.3538028958399,989.12455497823703,928.77491631252235,1.6104680507126317,1.0280841499634408,2.7568222020341787e-28,8.2128722481515213e-09,2.8937584215178307e-09
Cycle_147,1037.9675910630965,817.3641508042225,716.93396976806162,1.357583424445362,1.0486642106754205,1.8009191855694185e-28,8.2663423077883862e-09,2.8937584214233158e-09
Cycle_148,2875.3838777395672,2050.8537478064923,1472.4596368207413,1.3016414036150001,1.5172430644968731,4.050977519208817e-28,1.1904583381888574e-08,2.8937584216786718e-09
Cycle_149,1175.7233258087842,1356.8599253873795,744.25003629856701,1.0024622996795456,1.6909835798419062,2.2130943058483337e-28,-2.2095085474212647e-08,2.8937584214667518e-09
Cycle_150,3741.3210983843974,2213.7611997501836,2193.4156215500802,1.3797997315402708,1.0374751160347409,-9.0310700144299615e-11,1.2092010781446408e-08,-1.5968306794917206e-08
Cycle_151,2410.4250996062929,1579.0304025383371,1302.0382093792973,1.4883354887854434,1.2178902357091896,-2.4949016246101931e-08,1.2471234194298232e-08,-2.2248744007685677e-08
Cycle_152,3217.052663565416,2080.9003014335963,1559.6905797570378,1.3294543548461393,1.3688225567495691,4.155789965750758e-28,1.2499170783280372e-08,2.8937584217282476e-09
Cycle_153,2594.7250390288787,1769.868054246494,1447.6806932185088,1.3410476250357453,1.3185950558279778,-1.2575453936707858e-09,1.3022202017140018e-08,-1.714503080363336e-08
Cycle_154,4234.7253625064968,2644.1241372684917,2205.3198811555776,1.5025885282177782,1.1237357661329461,5.9322004777511093e-28,1.3050217115411229e-08,2.8937584217876566e-09
Cycle_155,1351.7463518890863,1045.0589570931602,811.98200973596192,1.4071858448189911,1.2904204125722314,-9.0310700144299615e-11,1.3588786968795816e-08,-1.5679128198323791e-09
Cycle_156,714.37767390522845,780.14258627299125,645.98989830152198,1.0451782616394636,1.2624918831512151,3.6965321651928086e-08,1.944160385348519e-08,2.1394532865167007e-08
Cycle_157,1798.8541755124688,1334.5022972532013,975.96218368948189,1.4664039736848897,1.3800942281057471,-9.0310700144299615e-11,1.3857984772087954e-08,-1.549322297743549e-09
Cycle_158,1632.4949887091034,1039.5064196447179,712.85587272134808,1.6781654908065566,1.383027281049108,2.6020734850446651e-28,1.3986702398734122e-08,2.8937584214680799e-09
