Cycle,PS_Peak1,PS_Peak2,PS_Peak3,PS_Peak1/Peak2,PS_Peak2/Peak3,A0_2,A2_5,A0_2/A2_5
Cycle_31,1490.1915497447662,1281.9470441519998,705.9513579316972,1.1255729958501175,1.8708001390482356,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924981989e-08
Cycle_32,1393.2050867847661,1124.518682332,573.79741222480357,1.1997323207401176,1.9222837256482355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192495955e-08
Cycle_33,1234.0294128347662,930.68799387299998,555.72822334080354,1.3348317762413242,1.6452612421982356,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924950434e-08
Cycle_34,715.06820886226637,665.05392027864627,469.34605895580353,1.0687602046901175,1.4605475410282356,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192487523e-08
Cycle_35,1328.2033916247663,956.18143889199996,722.38217781369724,1.3981160245413242,1.2890898951495027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924757602e-08
Cycle_36,966.09995588026641,752.55799784864632,774.95170995769718,1.3168145687813242,0.97493371569950282,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192488382e-08
Cycle_37,666.82220474126643,668.82496081864633,557.7004725198035,0.99494934792011747,1.1653154030195028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924927994e-08
Cycle_38,1628.3504099847662,1173.8352543820001,587.42263053080353,1.3999434335613243,1.9607691531282354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924950434e-08
Cycle_39,1312.4978585147662,867.98258434464628,464.27041740080352,1.4614376705613243,1.8949438732582355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192495955e-08
Cycle_40,818.32073948726634,593.22553534664632,552.1355899928036,1.4073917582913242,1.0450746448695027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924939916e-08
Cycle_41,768.97338252326642,742.33733005964632,498.94589242980351,1.0298434421001175,1.5272100142682354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924958497e-08
Cycle_42,757.21492109626638,571.17279425264633,429.24382332380355,1.3571952396513243,1.3803180078982356,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924984792e-08
Cycle_43,831.28998401126637,563.2665313976463,453.99066021480354,1.4972534222213243,1.2114512480495028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192498374e-08
Cycle_44,1223.8904331847662,989.64765191100003,764.0115901616972,1.1953082224301175,1.2587716755095026,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924879611e-08
Cycle_45,850.19356807826637,762.2752326966463,497.08940874280358,1.1048601309501176,1.5712095412582354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924975326e-08
Cycle_46,1349.0216532947661,1000.7524746719999,901.72556140169718,1.3581771713713242,1.0668493970895028,1.1114173642425003e-28,-2.2470656925061245e-08,1.1114173642425003e-19
Cycle_47,1404.1229884447662,1300.4274360620002,540.86931997180352,1.0434380023801175,2.3479313204682355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924927994e-08
Cycle_48,715.62972093626638,725.74195603364637,762.55892530469725,0.98303460753011751,0.9563730058795028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924984616e-08
Cycle_49,808.38406154526638,797.37605958464633,419.27426189580353,1.0077232498401174,1.9265148051582355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192495955e-08
Cycle_50,1078.4502841702663,626.31789786164632,608.38936912480358,1.7290453822513243,0.99849956978950272,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924958497e-08
Cycle_51,1109.0041698202663,551.68347870864636,553.77158751880359,1.9948569720313243,0.96947831628950265,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924980586e-08
Cycle_52,957.18149489026632,980.52167776599993,446.18968932080355,1.0034629239701176,2.1348408334882358,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924981989e-08
Cycle_53,980.02885897026636,978.71030001600002,708.42238137269726,1.0285559691501176,1.4294580600082356,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192495955e-08
Cycle_54,784.1316054092664,738.26560818164637,750.36865213569718,1.0548094359101174,0.99012082945950275,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924805284e-08
Cycle_55,1109.5491328202663,720.83299560764635,621.6101865528035,1.5588653883413244,1.1239818049295027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924981989e-08
Cycle_56,1346.6792616447663,988.0648367,586.23669937780357,1.3727870662713242,1.6580074854482354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924981989e-08
Cycle_57,1077.9416048002663,653.5497613016463,488.32983314280352,1.6616189987013243,1.3839950180982354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924914673e-08
Cycle_58,1206.7079531947661,819.38225473464627,492.55406432880352,1.4193745188113243,1.6964357879582355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924927994e-08
Cycle_59,1336.0971806447662,684.30231692164637,656.55103328569726,1.8569518978913242,1.0596107908395027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924980586e-08
Cycle_60,866.98358759926634,685.16280526664627,482.43658203080349,1.2998330252113244,1.4629807375182355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924973572e-08
Cycle_61,1722.8519485847662,1221.8534172519999,842.89734958669726,1.4232966736613242,1.4935302849382355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924973572e-08
Cycle_62,1626.2199431447661,1002.028859002,796.83000447869722,1.6315139320313243,1.2193175619195027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924950434e-08
Cycle_63,1259.3452175947662,1182.3532468120002,523.9532216068036,1.0275660759201175,2.2032600799082354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192495955e-08
Cycle_64,1107.7158390902664,1118.9563318320002,558.5746960718036,1.0109636756701175,1.9627978267182355,7.0822179046250009e-29,-2.2470656925061245e-08,7.0822179046250006e-20
Cycle_65,1455.0164606847661,818.2070564816463,830.76965196269725,1.7104099709313243,0.98432593978950278,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924879611e-08
Cycle_66,1510.5117972847661,1149.3364340520002,612.47569573880355,1.3270120791513242,1.8450213295882354,1.1920564790250005e-29,-2.2470656925061245e-08,1.1920564790250009e-20
Cycle_67,1488.8201408347661,773.10875454464633,751.84713775369721,1.8451416624713242,1.0350482403495027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924748135e-08
Cycle_68,1112.7366602102663,970.95160199700001,551.57474371380351,1.1727617435601174,1.7275688577182355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192495955e-08
Cycle_69,1264.4194510647662,925.37593175999996,593.24564472980353,1.3749133176413242,1.5369841862682354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192498409e-08
Cycle_70,1835.6674877947662,1021.1737103920001,865.10590063169718,1.8055708399213242,1.1392090901795027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924967262e-08
Cycle_71,1705.7659271747661,1320.7447649320002,911.76418977069716,1.3064832768713244,1.4904873314982354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924731655e-08
Cycle_72,2288.2676383347662,1715.0802402019999,1034.4399020186972,1.3522415078213244,1.6992535217882354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192486629e-08
Cycle_73,1619.2586863047661,1330.542157972,756.71506037669724,1.1803848468501175,1.8098241202682355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924939916e-08
Cycle_74,2009.3391806647662,1058.1927793519999,1028.6646335886971,1.9069773116613242,0.98233150175950268,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924946927e-08
Cycle_75,2023.4166045747661,1706.7597553219998,890.93457701169723,1.1520228681301175,1.9640188154682354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924967262e-08
Cycle_76,2086.0702013447662,1742.8256918819998,912.64725075169724,1.1636173834901176,1.9571507415582354,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.199159192488382e-08
Cycle_77,2017.7682279547662,1527.9852778620002,893.68435139569726,1.3372928258913244,1.7554281195382355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924950434e-08
Cycle_78,2039.1505575647661,1454.250671922,950.56895736469721,1.4180027981513244,1.5717523328382355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924899946e-08
Cycle_79,1901.3564772147661,1167.2142833819998,873.74404821269718,1.6404016394313243,1.2964383654295026,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924973572e-08
Cycle_80,1899.6158171447662,1131.4124707219999,924.59176026869716,1.6895969938713242,1.1815782248895028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924899946e-08
Cycle_81,1718.1608746947661,773.9115479946463,820.94561376069726,2.1249210734613242,0.94234440249950269,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924967964e-08
Cycle_82,1278.1058593347661,952.17214211800001,758.20250380669722,1.3515550607113243,1.2188969173395028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924973572e-08
Cycle_83,1571.4692846847661,1009.6647354519999,860.5635025286972,1.5655528746713243,1.1320916682795028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924899946e-08
Cycle_84,1545.6257681047662,856.15699939664637,900.1308372776972,1.7402958333713243,0.94528784489950279,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924939916e-08
Cycle_85,1410.9529802247662,878.88703585164637,929.73603319769722,1.5515265339213242,0.93752969225950267,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924967262e-08
Cycle_86,1851.4123193647661,1058.7487939819998,1039.2214689886971,1.7576583367313243,0.97213748929950272,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924927994e-08
Cycle_87,1463.1089359347661,1231.1701646619999,889.64940899569717,1.1508247693401175,1.4256113180982355,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924927994e-08
Cycle_88,1459.3796478847662,937.88038712000002,826.3090528596972,1.5636563366513243,1.0942687397295028,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924847354e-08
Cycle_89,1878.1794648547661,1128.3154641820001,1004.7527837756973,1.6752314506313242,1.0780509651095027,-2.6741421102389928e-08,-2.2470656925061245e-08,-2.1991591924847354e-08
Cycle_90,1754.3008128647662,1095.524528892,1013.5651225086972,1.6117699720913243,1.0353134616795028,-2.6741421102389928e-08,0,-2.1991591924939916e-08
Cycle_91,2104.5518987347664,1116.514957332,1025.2456205086974,1.8942239738013242,1.0433572752095028,-2.6741421102389928e-08,0,-2.1991591924914673e-08
Cycle_92,1770.5891721047662,1053.9668121320001,1036.9689279486972,1.6891994097513243,0.96974984080950266,-2.6741421102389928e-08,0,-2.1991591924847354e-08
Cycle_93,2367.2151776247661,1608.8129067519999,1305.8435749986972,1.4882192115913242,1.1837461887095027,-2.6741421102389928e-08,0,-2.1991591924978482e-08
Cycle_94,1442.9214733147662,1111.680027592,880.19539889869725,1.3102684338813242,1.2224575709195027,-2.6741421102389928e-08,0,-2.199159192498409e-08
Cycle_95,1893.1368985770525,1119.5731637067543,1005.3832159478354,1.6731993167607948,1.0696085165522198,2.949305782974825e-08,8.2924309276126346e-09,2.9866179844749338e-08
Cycle_96,744.8103117778121,510.18963679372052,499.3330088581481,1.4786140170043256,1.0104323831504243,2.4580292911792407e-08,7.8108788962512297e-08,1.1283125716517852e-08
Cycle_97,1347.2902206766983,691.33437578512257,622.55168595504927,1.8535750792124048,1.0643794901549091,2.4827527222039841e-08,1.2316019640450446e-08,2.6877830207886834e-09
Cycle_98,1469.5133089593858,813.0165407705648,819.43490415559063,1.6943568923637167,0.97322739983418916,3.9395031545998116e-08,4.6383227585972705e-09,3.5666404607554399e-08
Cycle_99,1840.1447525987335,1054.9670073364491,1047.3578017577536,1.7632026916837111,0.97227962928885892,1.3830788417425142e-08,1.2996979698690635e-08,9.8323940983467173e-09
Cycle_100,965.68463926267805,972.72972654580599,446.4141268218907,0.98644644079722266,2.1367065548745106,2.286447725876058e-08,8.4020588064262622e-09,5.4495809883937401e-08
Cycle_101,1854.5773743600787,1058.4412363637075,1038.6044160393583,1.756700794641187,0.97308134917073952,2.5438762303910992e-08,4.1332087088242325e-08,6.7507334799360416e-11
Cycle_102,1358.5469735574131,982.04012499435214,590.94902303611366,1.366404761167016,1.6676188934908664,6.6319226321797186e-08,3.6625166391417532e-09,6.5776304723950891e-08
Cycle_103,1508.1226806338691,1286.6952418416163,707.48272824277285,1.1340214221061378,1.8750693704816128,3.653175562353409e-08,2.7582710299409563e-08,4.5651013581843002e-08
Cycle_104,742.60753890068088,665.35982587707633,420.0672647997684,1.107360641561518,1.6134829437647866,6.48614028968064e-09,2.4146416975871367e-08,3.7122004326295515e-09
Cycle_105,1626.3798097407825,1014.3569545529646,800.24596154089465,1.6171789380823438,1.2174207265883288,5.3468813781141358e-08,6.4139058554986808e-09,5.4014360751722496e-08
Cycle_106,1007.584011598268,984.5686810121216,707.99164711811989,1.0254450404341107,1.4389962539940435,1.6259502006785774e-08,3.4447692735479647e-08,1.6265858571484357e-08
Cycle_107,1720.2789830550589,772.40943681013721,827.37861800265728,2.1176731162313511,0.92805123586456229,1.8433203686774236e-08,1.893714984201443e-08,1.4407234575101265e-08
Cycle_108,1625.1935660334973,1327.7902994244059,761.55982434459895,1.1800032601055985,1.8055314465931704,9.3567393676619963e-09,6.0619190963274954e-08,5.2049282461049538e-08
Cycle_109,1984.8981086624901,1057.2635895920594,1025.9968634854717,1.889513486507872,0.98575988388105773,1.1401141865765876e-08,6.2976190276837309e-08,2.5187042722996863e-08
Cycle_110,1280.2331167721741,1195.1460544750903,526.16159928929699,1.0279518506744865,2.2149644203773069,5.0471507560202943e-08,3.4007061086268748e-08,2.8246128066600227e-08
Cycle_111,1199.3231822374596,839.07499392286331,624.91351332715806,1.3683030610733675,1.4183040044356583,4.4202392443252686e-08,5.4874419038611517e-09,2.1965497192460809e-09
Cycle_112,823.8705123575146,586.22161419869474,546.2062365298417,1.4179980994199506,1.0571683706909347,2.9733189467620509e-08,2.9039964136615931e-08,2.6087992678671865e-09
Cycle_113,1449.6203995546207,1120.2165865403713,880.70429917249953,1.3220796992551376,1.2251842623089639,1.8725528174085977e-08,2.4997877746117393e-08,6.4759770320877155e-08
Cycle_114,1116.3878877869465,726.9541216558664,611.71627951400956,1.5519745829228448,1.1348906178786402,8.6067335487781409e-09,5.7413392044867777e-08,3.1148697869248811e-08
Cycle_115,2308.8107184695637,1714.3261655852452,1035.6993018390333,1.3621162211080322,1.6913443918451143,2.9785404235018186e-08,5.8949526119432198e-09,2.4815183988486605e-08
Cycle_116,731.18601456507452,703.47322851973911,603.32831989457577,1.0345842428337175,1.1604635248102166,5.5704312058204975e-08,2.036937943055946e-08,2.2701889832657026e-10
Cycle_117,900.15363373332775,966.76420884998879,675.29591944943047,0.97992550528774025,1.4649115272802453,6.3438045709175144e-09,1.6560741870347296e-08,4.6539939351464348e-09
Cycle_118,869.88885922113911,774.86267263984178,492.06432039214042,1.104504712924858,1.5720040456036046,2.9587203315497923e-08,1.6705515794998291e-09,1.5968581329191762e-10
Cycle_119,882.54500306243688,710.13344416450673,465.16229287037896,1.2038435808172787,1.5624270973071286,1.765920455212208e-08,2.637194621076442e-09,2.908195733178908e-08
Cycle_120,2353.2874962708906,1621.2359932355062,1304.8812362174911,1.5019585249288006,1.1792197845354124,8.7361560339448004e-09,7.1780301690547241e-08,3.1721602339623495e-08
Cycle_121,846.35059666463974,857.87958767303735,542.05620883070446,0.99022309059729152,1.5780464137055357,8.0448834286594817e-09,2.8516086215572264e-08,5.39820263621379e-09
Cycle_122,834.5418143767771,658.49309673067387,494.74990604645234,1.2221752707307485,1.2883687903907386,1.2676829483962391e-08,3.563896197087055e-09,1.1986468247314168e-08
Cycle_123,808.09437352737837,791.74646227312496,423.52582831120822,1.0197507465103799,1.9224224668512135,1.4555946944331211e-08,7.188514663039407e-09,1.0964620350911821e-08
Cycle_124,1568.417199586725,860.52387235826586,889.22040735976987,1.7440984198113481,0.95615241973701726,6.64788509994308e-09,2.9869044183534968e-08,2.070346623424494e-08
Cycle_125,2680.3665911404119,2367.2992713198892,1668.7356876533315,1.104613428636964,1.440293090711765,3.8384903877416934e-08,3.0960967354847322e-08,1.899595791049016e-09
Cycle_126,1066.2249757320776,974.21487204961238,857.09690432888078,1.1451700163157073,1.0901745735258503,1.1796893309544818e-08,2.5859470659401247e-08,2.5716310606534985e-08
Cycle_127,1358.8389796246636,998.24794186774488,587.53398403004167,1.3713111371166133,1.6615352045336842,8.5845551103020183e-08,9.0677465545638367e-09,3.4006199349228423e-09
Cycle_128,1967.9796271715861,1580.0223914455946,807.25026099210402,1.2066216623218249,1.9993893932438587,2.026664522424734e-09,3.4480173474303819e-09,4.8575810182862833e-09
Cycle_129,834.38528753222022,763.78363174646654,505.02533532276368,1.0903313344153576,1.5727926722556702,1.7561355059191302e-08,1.1121311534193148e-08,2.7144225096154631e-08
Cycle_130,1532.8738254732395,1236.7043856973,944.51932265141181,1.2097374420263491,1.2285272571876666,5.1822548598843024e-08,1.3870191165638607e-08,7.6917181016166308e-10
Cycle_131,1885.8688311265128,1129.3936881891586,939.71540676794359,1.7012567316330665,1.1740617358991798,1.9427223091850569e-08,2.4945683179991291e-08,5.3291029165033209e-08
Cycle_132,729.90817372450101,675.01338757757321,475.78159871584666,1.0648246971619366,1.459077834864047,2.2492966609743696e-08,1.1744881120443213e-08,1.18091241385332e-08
Cycle_133,851.85113137696908,771.53859575270769,489.72158649250912,1.1102102656099107,1.5741312425233474,2.2504447896970007e-08,2.6159264991570214e-08,2.083395725748256e-08
Cycle_134,956.49245512569155,974.13000259864145,713.89248499128178,1.0240162411192133,1.4233418239898983,5.4640510257739144e-08,5.2579426636528168e-08,2.4771409242515974e-08
Cycle_135,971.26767139634649,985.47275395307167,444.6865253436136,1.0020912650409051,2.1310729353225413,7.904222263245e-08,1.6677360938983274e-08,1.3914013240271668e-08
Cycle_136,1230.6661877671056,980.9692810719589,773.2676409918862,1.189771225583643,1.2631874758866823,3.197932889229403e-08,1.1543056326149782e-08,2.834099754425764e-09
Cycle_137,1111.915105600033,966.00061056693323,548.80942440889714,1.1851545286486058,1.726612381891268,2.3573888081483194e-08,1.5488927905845254e-08,3.3011120420673377e-08
Cycle_138,975.93406213958906,757.36845775570021,773.36738382773785,1.3216169505737423,0.96926235254806903,7.788420940373235e-09,2.9094134621752361e-08,2.6228330367404344e-08
Cycle_139,1613.7669303521636,1002.9620735627142,807.44954429341976,1.6154694998499484,1.2217703626187859,4.1281299947194445e-08,1.9029929805766365e-08,1.0932852541624318e-08
Cycle_140,973.90795439459544,974.12762956792562,708.46672076736775,1.0240727639855003,1.4165701980764882,2.339608837568329e-08,2.2586165014466414e-08,2.5295229300436746e-08
Cycle_141,1397.556128842456,1130.3220017203175,567.45323400097811,1.1998091542308655,1.9212591293163725,5.5264519757047907e-08,5.7734881110377187e-08,4.9930691799612214e-08
Cycle_142,1064.6862295672097,1050.7294153951179,726.21872949237172,1.0032052776919647,1.5098952183758338,1.4798033815172969e-08,3.2260123279819187e-09,1.6629900138788352e-08
Cycle_143,861.39892270843177,847.48144317084439,546.11011973142809,0.99957696194591272,1.5883245224669316,2.1954401829626633e-08,1.9937600167757904e-08,3.1357883441668827e-08
Cycle_144,1184.6618573452338,849.28087595257296,657.57014839530279,1.3574395552622931,1.4112975050948795,4.2927570564730565e-08,4.1054081812953888e-08,7.301967491747613e-09
Cycle_145,760.31604258780965,657.06428147620943,422.73297258386907,1.1095538989233367,1.5906008543997321,4.4059182909458755e-08,1.8986049706718639e-08,2.3502031616073636e-08
Cycle_146,1533.3545692028574,763.78474710717876,744.1114487350867,1.849414493371349,1.0485252696095768,1.9376897082966493e-09,1.7167272605618229e-08,5.530642252325606e-08
Cycle_147,1820.0399752101634,1004.9046270792899,865.82558833988355,1.7867853157653653,1.1275572778025234,1.6115813820402539e-08,2.4938575078532285e-08,1.1892255065960995e-08
Cycle_148,1494.6395642111688,1289.6203604798447,710.58018543226569,1.1351282403127245,1.8707832332055747,9.1040070245000911e-09,1.5345411057575739e-08,4.2497009214650124e-09
Cycle_149,845.35454630534082,755.25644436717027,499.68328669648122,1.1040726766193496,1.5653653424299612,1.986734457973778e-08,3.6311961833483655e-08,2.9365240236856891e-08
Cycle_150,1852.5566753821347,1051.3416035960622,1044.1958296721568,1.7529641174551185,0.95974274462141596,3.0636668676573984e-08,1.6112909686983389e-08,1.2266972705938322e-08
Cycle_151,844.62580671020851,667.32151089841932,491.67974647184042,1.2816436762886758,1.2966862262104975,5.6637719145883982e-08,3.3591659936705108e-11,6.7051064936621296e-08
Cycle_152,809.22311186265108,646.369793134063,527.07052380156529,1.3264366284778695,1.1756779397478996,2.736457187930336e-08,2.1659836192101349e-08,6.7286819822560004e-09
Cycle_153,1062.167661007994,956.39758271070798,856.75365342101634,1.1477283790069865,1.09133067631884,4.0512642541661561e-08,9.3491830184915981e-09,2.2383494487908035e-08
Cycle_154,1219.3669227528821,829.49704300152814,499.05317700126113,1.4130489356457661,1.6722937343140285,5.3008856943901622e-08,4.2648809342466249e-08,1.2037648179269355e-08
Cycle_155,1650.1304482828784,1012.8903337033216,796.98041830538648,1.6290564400682739,1.2181534239354603,6.8148839516239809e-09,4.8001418439588237e-08,1.2674022726882596e-08
Cycle_156,1357.2473145734621,998.10309135228056,579.04059956212029,1.3791096548549719,1.6554116071144103,7.5482855873182977e-08,6.3845086259574353e-08,3.0543528345289196e-08
Cycle_157,2679.9682023433056,2383.9615296112424,1682.2134371874361,1.0832053990749841,1.4568810635455891,9.1330656844144673e-09,2.2088193496150063e-08,8.4980235223088484e-10
Cycle_158,1945.4277622704947,1586.0608972668638,803.51681538039963,1.2851898491964127,2.00034932104069,3.084160696197549e-08,1.5990860697346311e-09,9.2231496754452625e-10
Cycle_159,866.7037307542704,715.68976481093057,461.65365087998453,1.1972322372442312,1.5622075750017543,6.8989922088445161e-08,2.6919230973485558e-09,4.6356964550729187e-08
